103,103
132,29
159,27
194,35
218,24
303,85
387,84
465,78
473,8
494,21
538,44
584,46
601,17
607,6
626,19
642,16
667,25
682,15
706,24
725,19
748,23
765,17
779,14
853,74
921,68
995,74
1016,21
1074,58
1081,7
1108,27
1174,66
1181,7
1239,58
1284,45
1346,62
1357,11
1397,40
1412,15
1472,60
1475,3
1537,62
1609,72
1672,63
1696,24
1753,57
1758,5
1891,133
1922,31
1940,18
1972,32
1985,13
1992,7
1999,7
2011,12
2070,59
2074,4
2108,34
2137,29
2140,3
2200,60
2221,21
2232,11
2252,20
2268,16
2282,14
2301,19
2324,23
2343,19
2364,21
2380,16
2409,29
2438,29
2469,31
2478,9
2498,20
2518,20
2568,50
2572,4
2577,5
2597,20
2598,1
2610,12
2647,37
2656,9
2699,43
2710,11
2721,11
2726,5
2754,28
2828,74
2859,31
2889,30
2936,47
3009,73
3081,72
3092,11
3126,34
3134,8
3184,50
3193,9
3198,5
3208,10
3220,12
3230,10
3238,8
3253,15
3290,37
3302,12
3333,31
3338,5
3353,15
3373,20
3379,6
3399,20
3480,81
3532,52
3555,23
3571,16
3588,17
3599,11
3688,89
3703,15
3793,90
3809,16
3833,24
3849,16
3880,31
3932,52
4017,85
4059,42
4091,32
4092,1
4102,10
4103,1
4150,47
4165,15
4168,3
4169,1
4178,9
4183,5
4188,5
4196,8
4216,20
4231,15
4233,2
4234,1
4239,5
4252,13
4258,6
4267,9
4276,9
4286,10
4307,21
4308,1
4310,2
4312,2
4313,1
4416,103
4439,23
4482,43
4488,6
4509,21
4527,18
4552,25
4591,39
4615,24
4642,27
4673,31
4730,57
4751,21
4793,42
4849,56
4886,37
4895,9
4950,55
4954,4
4978,24
5010,32
5047,37
5062,15
5116,54
5125,9
5175,50
5219,44
5237,18
5270,33
5289,19
5340,51
5422,82
5442,20
5489,47
5498,9
5506,8
5513,7
5521,8
5526,5
5541,15
5610,69
5626,16
5707,81
5773,66
5814,41
5870,56
5880,10
5924,44
5926,2
6030,104
6099,69
6173,74
6206,33
6276,70
6286,10
6326,40
6402,76
6457,55
6519,62
6566,47
6582,16
6669,87
6724,55
6749,25
6772,23
6838,66
6846,8
6904,58
6964,60
6985,21
7034,49
7104,70
7113,9
7193,80
7287,94
7289,2
7348,59
7411,63
7412,1
7423,11
7451,28
7455,4
7524,69
7597,73
7652,55
7688,36
7765,77
7792,27
7823,31
7891,68
7894,3
7905,11
7913,8
7919,6
7922,3
7925,3
7926,1
7943,17
8019,76
8022,3
8075,53
8167,92
8207,40
8214,7
8250,36
8264,14
8323,59
8335,12
8361,26
8397,36
8407,10
8523,116
8567,44
8627,60
8651,24
8699,48
8717,18
8732,15
8830,98
8835,5
8896,61
8938,42
8994,56
9075,81
9166,91
9244,78
9277,33
9286,9
9317,31
9427,110
9486,59
9554,68
9558,4
9569,11
9643,74
9652,9
9723,71
9736,13
9759,23
9776,17
9890,114
9893,3
9915,22
9932,17
10061,129
10125,64
10159,34
10346,187
10430,84
10501,71
10548,47
10559,11
10632,73
10784,152
10900,116
10906,6
10910,4
10963,53
11017,54
11020,3
11107,87
11108,1
11113,5
11125,12
11136,11
11137,1
11149,12
11226,77
11320,94
11326,6
11335,9
11349,14
11353,4
11354,1
11362,8
11371,9
11378,7
11381,3
11469,88
11532,63
11571,39
11631,60
11659,28
11763,104
11772,9
11867,95
11903,36
11940,37
12026,86
12137,111
12140,3
12218,78
12278,60
12381,103
12393,12
12454,61
12495,41
12551,56
12637,86
12674,37
12690,16
12704,14
12722,18
12729,7
12734,5
12745,11
12747,2
12757,10
12766,9
12773,7
12811,38
12817,6
12847,30
12877,30
12981,104
13032,51
13063,31
13135,72
13143,8
13206,63
13257,51
13286,29
13339,53
13432,93
13434,2
13509,75
13522,13
13574,52
13617,43
13683,66
13734,51
13750,16
13775,25
13829,54
13872,43
13881,9
13904,23
13953,49
13966,13
14008,42
14029,21
14046,17
14064,18
14099,35
14168,69
14208,40
14225,17
14267,42
14269,2
14332,63
14399,67
14400,1
14462,62
14531,69
14538,7
14544,6
14549,5
14552,3
14701,149
14714,13
14738,24
14774,36
14790,16
14857,67
14861,4
14930,69
14952,22
15021,69
15108,87
15186,78
15196,10
15230,34
15244,14
15272,28
15407,135
15411,4
15416,5
15417,1
15469,52
15473,4
15503,30
15532,29
15559,27
15594,35
15606,12
15672,66
15685,13
15688,3
15702,14
15703,1
15704,1
15868,164
15886,18
15993,107
16016,23
16059,43
16085,26
16109,24
16183,74
16213,30
16241,28
16266,25
16334,68
16341,7
16342,1
16345,3
16346,1
16347,1
16350,3
16377,27
16398,21
16423,25
16425,2
16444,19
16445,1
16494,49
16545,51
16599,54
16637,38
16726,89
16784,58
16914,130
16950,36
16973,23
17093,120
17140,47
17183,43
17298,115
17302,4
17357,55
17376,19
17377,1
17389,12
17394,5
17395,1
17419,24
17460,41
17595,135
17596,1
17613,17
17640,27
17662,22
17701,39
17715,14
17732,17
17780,48
17785,5
17804,19
17816,12
17836,20
17845,9
17886,41
17937,51
17940,3
17945,5
17952,7
17959,7
17968,9
17996,28
18071,75
18134,63
18162,28
18168,6
18169,1
18174,5
18176,2
18177,1
18178,1
18187,9
18188,1
18189,1
18193,4
18254,61
18292,38
18336,44
18358,22
18393,35
18421,28
18469,48
18494,25
18498,4
18535,37
18547,12
18567,20
18592,25
18626,34
18680,54
18742,62
18750,8
18782,32
18816,34
18862,46
18907,45
18994,87
19011,17
19078,67
19126,48
19133,7
19142,9
19198,56
19281,83
19323,42
19384,61
19418,34
19446,28
19469,23
19470,1
19471,1
19473,2
19474,1
19476,2
19477,1
19478,1
19482,4
19483,1
19486,3
19487,1
19488,1
19494,6
19532,38
19552,20
19631,79
19657,26
19726,69
19805,79
19881,76
19960,79
20004,44
20071,67
20150,79
20242,92
20321,79
20348,27
20355,7
20359,4
20398,39
20466,68
20608,142
20665,57
20717,52
20720,3
20831,111
20832,1
20855,23
20866,11
20905,39
20911,6
20942,31
21022,80
21128,106
21146,18
21148,2
21166,18
21175,9
21190,15
21191,1
21205,14
21206,1
21214,8
21217,3
21224,7
21236,12
21239,3
21248,9
21252,4
21340,88
21344,4
21345,1
21346,1
21402,56
21454,52
21469,15
21474,5
21489,15
21503,14
21513,10
21522,9
21527,5
21534,7
21539,5
21562,23
21581,19
21601,20
21654,53
21671,17
21699,28
21947,248
21989,42
22030,41
22090,60
22183,93
22278,95
22432,154
22506,74
22586,80
22640,54
22655,15
22680,25
22718,38
22721,3
22764,43
22773,9
22883,110
22887,4
22910,23
22911,1
22970,59
23099,129
23152,53
23214,62
23237,23
23310,73
23358,48
23359,1
23433,74
23439,6
23552,113
23558,6
23615,57
23674,59
23683,9
23807,124
23832,25
23836,4
23924,88
23928,4
23938,10
23939,1
23940,1
24006,66
24095,89
24105,10
24168,63
24238,70
24251,13
24363,112
24387,24
24420,33
24458,38
24479,21
24556,77
24587,31
24593,6
24616,23
24709,93
24717,8
24774,57
24787,13
24815,28
24834,19
24878,44
24885,7
24945,60
25011,66
25021,10
25077,56
25090,13
25131,41
25135,4
25255,120
25365,110
25442,77
25547,105
25694,147
25746,52
25853,107
26054,201
26055,1
26096,41
26134,38
26200,66
26213,13
26220,7
26328,108
26542,214
26547,5
26760,213
26842,82
26843,1
26912,69
26992,80
27086,94
27089,3
27180,91
27194,14
27298,104
27343,45
27353,10
27482,129
27575,93
27606,31
